method,column,row_index
iqr_outlier,BMI,2557
iqr_outlier,BMI,2573
iqr_outlier,BMI,2600
iqr_outlier,BMI,2601
iqr_outlier,BMI,2607
iqr_outlier,BMI,2613
iqr_outlier,BMI,2684
iqr_outlier,BMI,2688
iqr_outlier,BMI,2694
iqr_outlier,BMI,2722
iqr_outlier,BMI,2754
iqr_outlier,BMI,2755
iqr_outlier,BMI,2779
iqr_outlier,BMI,2797
iqr_outlier,BMI,2816
iqr_outlier,BMI,2821
iqr_outlier,BMI,2822
iqr_outlier,BMI,2828
iqr_outlier,BMI,2850
iqr_outlier,BMI,2907
iqr_outlier,BMI,2932
iqr_outlier,BMI,2949
iqr_outlier,BMI,2969
iqr_outlier,BMI,2981
iqr_outlier,BMI,2983
iqr_outlier,BMI,2992
iqr_outlier,BMI,3019
iqr_outlier,BMI,3078
iqr_outlier,BMI,3082
iqr_outlier,BMI,3109
iqr_outlier,BMI,3125
iqr_outlier,BMI,3134
iqr_outlier,BMI,3135
iqr_outlier,BMI,3140
iqr_outlier,BMI,3149
iqr_outlier,BMI,3165
iqr_outlier,BMI,3173
iqr_outlier,BMI,3201
iqr_outlier,BMI,3225
iqr_outlier,BMI,3230
iqr_outlier,BMI,3233
iqr_outlier,BMI,3236
iqr_outlier,BMI,3244
iqr_outlier,BMI,3257
iqr_outlier,BMI,3346
iqr_outlier,BMI,3351
iqr_outlier,BMI,3369
iqr_outlier,BMI,3486
iqr_outlier,BMI,3489
iqr_outlier,BMI,3518
iqr_outlier,BMI,3521
iqr_outlier,BMI,3532
iqr_outlier,BMI,3556
iqr_outlier,BMI,3579
iqr_outlier,BMI,3590
iqr_outlier,BMI,3596
iqr_outlier,BMI,3602
iqr_outlier,BMI,3604
iqr_outlier,BMI,3616
iqr_outlier,BMI,3634
iqr_outlier,BMI,3648
iqr_outlier,BMI,3688
iqr_outlier,BMI,3703
iqr_outlier,BMI,3705
iqr_outlier,BMI,3748
iqr_outlier,BMI,3763
iqr_outlier,BMI,3769
iqr_outlier,BMI,3786
iqr_outlier,BMI,3788
iqr_outlier,BMI,3793
iqr_outlier,BMI,3819
iqr_outlier,BMI,3820
iqr_outlier,BMI,3835
iqr_outlier,BMI,3837
iqr_outlier,BMI,3868
iqr_outlier,BMI,3874
iqr_outlier,BMI,3892
iqr_outlier,BMI,3904
iqr_outlier,BMI,3951
iqr_outlier,BMI,3973
iqr_outlier,BMI,3983
iqr_outlier,BMI,3994
iqr_outlier,BMI,4051
iqr_outlier,BMI,4063
iqr_outlier,BMI,4088
iqr_outlier,BMI,4092
iqr_outlier,BMI,4102
iqr_outlier,BMI,4115
iqr_outlier,BMI,4143
iqr_outlier,BMI,4207
iqr_outlier,BMI,4239
iqr_outlier,BMI,4317
iqr_outlier,BMI,4344
iqr_outlier,BMI,4346
iqr_outlier,BMI,4420
iqr_outlier,BMI,4430
iqr_outlier,BMI,4455
iqr_outlier,BMI,4487
iqr_outlier,BMI,4534
iqr_outlier,BMI,4615
iqr_outlier,BMI,4617
iqr_outlier,BMI,4640
iqr_outlier,BMI,4676
iqr_outlier,BMI,4697
iqr_outlier,BMI,4722
iqr_outlier,BMI,4725
iqr_outlier,BMI,4730
iqr_outlier,BMI,4740
iqr_outlier,BMI,4744
iqr_outlier,BMI,4750
iqr_outlier,BMI,4773
iqr_outlier,BMI,4795
iqr_outlier,BMI,4807
iqr_outlier,BMI,4818
iqr_outlier,BMI,4825
iqr_outlier,BMI,4845
iqr_outlier,BMI,4864
iqr_outlier,BMI,4865
iqr_outlier,BMI,4882
iqr_outlier,BMI,4920
iqr_outlier,BMI,4924
iqr_outlier,BMI,4930
iqr_outlier,BMI,4946
iqr_outlier,BMI,4982
iqr_outlier,BMI,4993
iqr_outlier,BMI,5004
iqr_outlier,BMI,5026
iqr_outlier,BMI,5040
iqr_outlier,BMI,5048
iqr_outlier,BMI,5051
iqr_outlier,BMI,5068
iqr_outlier,BMI,5076
iqr_outlier,BMI,5099
iqr_outlier,BMI,5102
iqr_outlier,BMI,5131
iqr_outlier,BMI,5208
iqr_outlier,BMI,5220
iqr_outlier,BMI,5226
iqr_outlier,BMI,5267
iqr_outlier,BMI,5287
iqr_outlier,BMI,5313
iqr_outlier,BMI,5318
iqr_outlier,BMI,5388
iqr_outlier,BMI,5389
iqr_outlier,BMI,5442
iqr_outlier,BMI,5470
iqr_outlier,BMI,5517
iqr_outlier,BMI,5522
iqr_outlier,BMI,5526
iqr_outlier,BMI,5540
iqr_outlier,BMI,5553
iqr_outlier,BMI,5580
iqr_outlier,BMI,5605
iqr_outlier,BMI,5611
iqr_outlier,BMI,5643
iqr_outlier,BMI,5667
iqr_outlier,BMI,5697
iqr_outlier,BMI,5701
iqr_outlier,BMI,5706
iqr_outlier,BMI,5750
iqr_outlier,BMI,5759
iqr_outlier,BMI,5764
iqr_outlier,BMI,5781
iqr_outlier,BMI,5784
iqr_outlier,BMI,5819
iqr_outlier,BMI,5822
iqr_outlier,BMI,5853
iqr_outlier,BMI,5875
iqr_outlier,BMI,5887
iqr_outlier,BMI,5934
iqr_outlier,BMI,5949
iqr_outlier,BMI,5950
iqr_outlier,BMI,6084
iqr_outlier,BMI,6095
iqr_outlier,BMI,6114
iqr_outlier,BMI,6115
iqr_outlier,BMI,6123
iqr_outlier,BMI,6137
iqr_outlier,BMI,6158
iqr_outlier,BMI,6168
iqr_outlier,BMI,6183
iqr_outlier,BMI,6243
iqr_outlier,BMI,6309
iqr_outlier,BMI,6331
iqr_outlier,BMI,6332
iqr_outlier,BMI,6345
iqr_outlier,BMI,6347
iqr_outlier,BMI,6366
iqr_outlier,BMI,6383
iqr_outlier,BMI,6412
iqr_outlier,BMI,6427
iqr_outlier,BMI,6430
iqr_outlier,BMI,6439
iqr_outlier,BMI,6455
iqr_outlier,BMI,6532
iqr_outlier,BMI,6542
iqr_outlier,BMI,6562
iqr_outlier,BMI,6603
iqr_outlier,BMI,6657
iqr_outlier,BMI,6665
iqr_outlier,BMI,6687
iqr_outlier,BMI,6690
iqr_outlier,BMI,6721
iqr_outlier,BMI,6724
iqr_outlier,BMI,6742
iqr_outlier,BMI,6762
iqr_outlier,BMI,6767
iqr_outlier,BMI,6774
iqr_outlier,BMI,6840
iqr_outlier,BMI,6862
iqr_outlier,BMI,6904
iqr_outlier,BMI,6920
iqr_outlier,BMI,6966
iqr_outlier,BMI,7015
iqr_outlier,BMI,7016
iqr_outlier,BMI,7057
iqr_outlier,BMI,7115
iqr_outlier,BMI,7118
iqr_outlier,BMI,7121
iqr_outlier,BMI,7164
iqr_outlier,BMI,7218
iqr_outlier,BMI,7240
iqr_outlier,BMI,7265
iqr_outlier,BMI,7446
iqr_outlier,BMI,7483
iqr_outlier,BMI,7563
iqr_outlier,BMI,7601
iqr_outlier,BMI,7611
iqr_outlier,BMI,7621
iqr_outlier,BMI,7660
iqr_outlier,BMI,7665
iqr_outlier,BMI,7666
iqr_outlier,BMI,7680
iqr_outlier,BMI,7823
iqr_outlier,BMI,7837
iqr_outlier,BMI,7865
iqr_outlier,BMI,7987
iqr_outlier,BMI,8066
iqr_outlier,BMI,8080
iqr_outlier,BMI,8091
iqr_outlier,BMI,8109
iqr_outlier,BMI,8131
iqr_outlier,BMI,8159
iqr_outlier,BMI,8227
iqr_outlier,BMI,8275
iqr_outlier,BMI,8334
iqr_outlier,BMI,8389
iqr_outlier,BMI,8403
iqr_outlier,BMI,8417
iqr_outlier,BMI,8430
iqr_outlier,BMI,8431
iqr_outlier,BMI,8494
iqr_outlier,BMI,8516
iqr_outlier,BMI,8534
iqr_outlier,BMI,8536
iqr_outlier,BMI,8568
iqr_outlier,BMI,8608
iqr_outlier,BMI,8666
iqr_outlier,BMI,8696
iqr_outlier,BMI,8748
iqr_outlier,BMI,8841
iqr_outlier,BMI,8858
iqr_outlier,BMI,8866
iqr_outlier,BMI,8972
iqr_outlier,BMI,9026
iqr_outlier,BMI,9045
iqr_outlier,BMI,9129
iqr_outlier,BMI,9139
iqr_outlier,BMI,9142
iqr_outlier,BMI,9194
iqr_outlier,BMI,9201
iqr_outlier,BMI,9209
iqr_outlier,BMI,9210
iqr_outlier,BMI,9216
iqr_outlier,BMI,9260
iqr_outlier,BMI,9281
iqr_outlier,BMI,9285
iqr_outlier,BMI,9321
iqr_outlier,BMI,9511
iqr_outlier,BMI,9576
iqr_outlier,BMI,9602
iqr_outlier,BMI,9603
iqr_outlier,BMI,9605
iqr_outlier,BMI,9699
iqr_outlier,BMI,9712
iqr_outlier,BMI,9769
iqr_outlier,BMI,9800
iqr_outlier,BMI,9847
iqr_outlier,BMI,9853
iqr_outlier,BMI,9856
iqr_outlier,BMI,9872
iqr_outlier,BMI,9894
iqr_outlier,BMI,9954
iqr_outlier,BMI,9982
iqr_outlier,BMI,9993
iqr_outlier,BMI,10029
iqr_outlier,BMI,10084
iqr_outlier,BMI,10101
iqr_outlier,BMI,10139
iqr_outlier,BMI,10168
iqr_outlier,BMI,10192
iqr_outlier,BMI,10201
iqr_outlier,BMI,10232
iqr_outlier,BMI,10245
iqr_outlier,BMI,10261
iqr_outlier,BMI,10262
iqr_outlier,BMI,10291
iqr_outlier,BMI,10298
iqr_outlier,BMI,10322
iqr_outlier,BMI,10325
iqr_outlier,BMI,10356
iqr_outlier,BMI,10500
iqr_outlier,BMI,10581
iqr_outlier,BMI,10596
iqr_outlier,BMI,10635
iqr_outlier,BMI,10705
iqr_outlier,BMI,10742
iqr_outlier,BMI,10812
iqr_outlier,BMI,10821
iqr_outlier,BMI,10907
iqr_outlier,BMI,10908
iqr_outlier,BMI,10912
iqr_outlier,BMI,10983
iqr_outlier,BMI,10991
iqr_outlier,BMI,10992
iqr_outlier,BMI,10996
iqr_outlier,BMI,11044
iqr_outlier,BMI,11055
iqr_outlier,BMI,11085
iqr_outlier,BMI,11086
iqr_outlier,BMI,11137
iqr_outlier,BMI,11155
iqr_outlier,BMI,11162
iqr_outlier,BMI,11187
iqr_outlier,BMI,11250
iqr_outlier,BMI,11261
iqr_outlier,BMI,11268
iqr_outlier,BMI,11294
iqr_outlier,BMI,11319
iqr_outlier,BMI,11330
iqr_outlier,BMI,11365
iqr_outlier,BMI,11434
iqr_outlier,BMI,11442
iqr_outlier,BMI,11456
iqr_outlier,BMI,11479
iqr_outlier,BMI,11513
iqr_outlier,BMI,11530
iqr_outlier,BMI,11533
iqr_outlier,BMI,11536
iqr_outlier,BMI,11537
iqr_outlier,BMI,11539
iqr_outlier,BMI,11547
iqr_outlier,BMI,11566
iqr_outlier,BMI,11569
iqr_outlier,BMI,11572
iqr_outlier,BMI,11583
iqr_outlier,BMI,11588
iqr_outlier,BMI,11614
iqr_outlier,BMI,11623
iqr_outlier,BMI,11628
iqr_outlier,BMI,11659
iqr_outlier,BMI,11681
iqr_outlier,BMI,11714
iqr_outlier,BMI,11718
iqr_outlier,BMI,11725
iqr_outlier,BMI,11736
iqr_outlier,BMI,11760
iqr_outlier,BMI,11768
iqr_outlier,BMI,11797
iqr_outlier,BMI,11800
iqr_outlier,BMI,11813
iqr_outlier,BMI,11823
iqr_outlier,BMI,11826
iqr_outlier,BMI,11840
iqr_outlier,BMI,11850
iqr_outlier,BMI,11856
iqr_outlier,BMI,11878
iqr_outlier,BMI,11923
iqr_outlier,BMI,12000
iqr_outlier,BMI,12035
iqr_outlier,BMI,12038
iqr_outlier,BMI,12075
iqr_outlier,BMI,12089
iqr_outlier,BMI,12096
iqr_outlier,BMI,12127
iqr_outlier,BMI,12132
iqr_outlier,BMI,12137
iqr_outlier,BMI,12157
iqr_outlier,BMI,12241
iqr_outlier,BMI,12287
iqr_outlier,BMI,12319
iqr_outlier,BMI,12334
iqr_outlier,BMI,12358
iqr_outlier,BMI,12359
iqr_outlier,BMI,12379
iqr_outlier,BMI,12389
iqr_outlier,BMI,12415
iqr_outlier,BMI,12439
iqr_outlier,BMI,12440
iqr_outlier,BMI,12465
iqr_outlier,BMI,12476
iqr_outlier,BMI,12488
iqr_outlier,BMI,12492
iqr_outlier,BMI,12516
iqr_outlier,BMI,12521
iqr_outlier,BMI,12525
iqr_outlier,BMI,12532
iqr_outlier,BMI,12539
iqr_outlier,BMI,12542
iqr_outlier,BMI,12547
iqr_outlier,BMI,12586
iqr_outlier,BMI,12588
iqr_outlier,BMI,12594
iqr_outlier,BMI,12612
iqr_outlier,BMI,12619
iqr_outlier,BMI,12672
iqr_outlier,BMI,12683
iqr_outlier,BMI,12689
iqr_outlier,BMI,12729
iqr_outlier,BMI,12731
iqr_outlier,BMI,12735
iqr_outlier,BMI,12739
iqr_outlier,BMI,12746
iqr_outlier,BMI,12828
iqr_outlier,BMI,12834
iqr_outlier,BMI,12856
iqr_outlier,BMI,12862
iqr_outlier,BMI,12872
iqr_outlier,BMI,12901
iqr_outlier,BMI,12915
iqr_outlier,BMI,12926
iqr_outlier,BMI,12957
iqr_outlier,BMI,12968
iqr_outlier,BMI,12991
iqr_outlier,BMI,12992
iqr_outlier,BMI,12997
iqr_outlier,BMI,13006
iqr_outlier,BMI,13011
iqr_outlier,BMI,13026
iqr_outlier,BMI,13028
iqr_outlier,BMI,13041
iqr_outlier,BMI,13062
iqr_outlier,BMI,13074
iqr_outlier,BMI,13099
iqr_outlier,BMI,13104
iqr_outlier,BMI,13219
iqr_outlier,BMI,13233
iqr_outlier,BMI,13245
iqr_outlier,BMI,13260
iqr_outlier,BMI,13266
iqr_outlier,BMI,13272
iqr_outlier,BMI,13299
iqr_outlier,BMI,13324
iqr_outlier,BMI,13372
iqr_outlier,BMI,13407
iqr_outlier,BMI,13433
iqr_outlier,BMI,13445
iqr_outlier,BMI,13451
iqr_outlier,BMI,13473
iqr_outlier,BMI,13475
iqr_outlier,BMI,13508
iqr_outlier,BMI,13513
iqr_outlier,BMI,13517
iqr_outlier,BMI,13524
iqr_outlier,BMI,13528
iqr_outlier,BMI,13536
iqr_outlier,BMI,13539
iqr_outlier,BMI,13542
iqr_outlier,BMI,13564
iqr_outlier,BMI,13599
iqr_outlier,BMI,13623
iqr_outlier,BMI,13634
iqr_outlier,BMI,13638
iqr_outlier,BMI,13658
iqr_outlier,BMI,13699
iqr_outlier,BMI,13715
iqr_outlier,BMI,13726
iqr_outlier,BMI,13749
iqr_outlier,BMI,13783
iqr_outlier,BMI,13798
iqr_outlier,BMI,13829
iqr_outlier,BMI,13846
iqr_outlier,BMI,13861
iqr_outlier,BMI,13863
iqr_outlier,BMI,13882
iqr_outlier,BMI,13903
iqr_outlier,BMI,13907
iqr_outlier,BMI,13908
iqr_outlier,BMI,13916
iqr_outlier,BMI,13991
iqr_outlier,BMI,13997
iqr_outlier,BMI,14045
iqr_outlier,BMI,14099
iqr_outlier,BMI,14102
iqr_outlier,BMI,14134
iqr_outlier,BMI,14161
iqr_outlier,BMI,14167
iqr_outlier,BMI,14197
iqr_outlier,BMI,14199
iqr_outlier,BMI,14205
iqr_outlier,BMI,14269
iqr_outlier,BMI,14306
iqr_outlier,BMI,14363
iqr_outlier,BMI,14368
iqr_outlier,BMI,14394
iqr_outlier,BMI,14447
iqr_outlier,BMI,14454
iqr_outlier,BMI,14463
iqr_outlier,BMI,14516
iqr_outlier,BMI,14534
iqr_outlier,BMI,14549
iqr_outlier,BMI,14553
iqr_outlier,BMI,14644
iqr_outlier,BMI,14659
iqr_outlier,BMI,14670
iqr_outlier,BMI,14674
iqr_outlier,BMI,14676
iqr_outlier,BMI,14689
iqr_outlier,BMI,14740
iqr_outlier,BMI,14752
iqr_outlier,BMI,14819
iqr_outlier,BMI,14831
iqr_outlier,BMI,14833
iqr_outlier,BMI,14834
iqr_outlier,BMI,14963
iqr_outlier,BMI,14965
iqr_outlier,BMI,14966
iqr_outlier,BMI,15116
iqr_outlier,BMI,15125
iqr_outlier,BMI,15172
iqr_outlier,BMI,15186
iqr_outlier,BMI,15208
iqr_outlier,BMI,15300
iqr_outlier,BMI,15302
iqr_outlier,BMI,15327
iqr_outlier,BMI,15385
iqr_outlier,BMI,15395
iqr_outlier,BMI,15469
iqr_outlier,BMI,15488
iqr_outlier,BMI,15510
iqr_outlier,BMI,15516
iqr_outlier,BMI,15637
iqr_outlier,BMI,15662
iqr_outlier,BMI,15768
iqr_outlier,BMI,15769
iqr_outlier,BMI,15809
iqr_outlier,BMI,15902
iqr_outlier,BMI,15915
iqr_outlier,BMI,15978
iqr_outlier,BMI,15979
iqr_outlier,BMI,15997
iqr_outlier,BMI,16009
iqr_outlier,BMI,16162
iqr_outlier,BMI,16219
iqr_outlier,BMI,16240
iqr_outlier,BMI,16242
iqr_outlier,BMI,16243
iqr_outlier,BMI,16313
iqr_outlier,BMI,16320
iqr_outlier,BMI,16330
iqr_outlier,BMI,16470
iqr_outlier,BMI,16479
iqr_outlier,BMI,16498
iqr_outlier,BMI,16517
iqr_outlier,BMI,16556
iqr_outlier,BMI,16573
iqr_outlier,BMI,16580
iqr_outlier,BMI,16602
iqr_outlier,BMI,16620
iqr_outlier,BMI,16623
iqr_outlier,BMI,16730
iqr_outlier,BMI,16742
iqr_outlier,BMI,16774
iqr_outlier,BMI,16889
iqr_outlier,BMI,16914
iqr_outlier,BMI,17016
iqr_outlier,BMI,17040
iqr_outlier,BMI,17059
iqr_outlier,BMI,17156
iqr_outlier,BMI,17163
iqr_outlier,BMI,17169
iqr_outlier,BMI,17196
iqr_outlier,BMI,17210
iqr_outlier,BMI,17247
iqr_outlier,BMI,17270
iqr_outlier,BMI,17345
iqr_outlier,BMI,17364
iqr_outlier,BMI,17366
iqr_outlier,BMI,17415
iqr_outlier,BMI,17446
iqr_outlier,BMI,17452
iqr_outlier,BMI,17455
iqr_outlier,BMI,17476
iqr_outlier,BMI,17496
iqr_outlier,BMI,17522
iqr_outlier,BMI,17540
iqr_outlier,BMI,17543
iqr_outlier,BMI,17556
iqr_outlier,BMI,17652
iqr_outlier,BMI,17760
iqr_outlier,BMI,17785
iqr_outlier,BMI,17873
iqr_outlier,BMI,17876
iqr_outlier,BMI,17947
iqr_outlier,BMI,17967
iqr_outlier,BMI,17979
iqr_outlier,BMI,17981
iqr_outlier,BMI,17982
iqr_outlier,BMI,18069
iqr_outlier,BMI,18116
iqr_outlier,BMI,18125
iqr_outlier,BMI,18144
iqr_outlier,BMI,18231
iqr_outlier,BMI,18359
iqr_outlier,BMI,18386
iqr_outlier,BMI,18407
iqr_outlier,BMI,18415
iqr_outlier,BMI,18486
iqr_outlier,BMI,18516
iqr_outlier,BMI,18535
iqr_outlier,BMI,18548
iqr_outlier,BMI,18558
iqr_outlier,BMI,18685
iqr_outlier,BMI,18708
iqr_outlier,BMI,18741
iqr_outlier,BMI,18749
iqr_outlier,BMI,18787
iqr_outlier,BMI,18798
iqr_outlier,BMI,18802
iqr_outlier,BMI,18849
iqr_outlier,BMI,18877
iqr_outlier,BMI,18970
iqr_outlier,BMI,19035
iqr_outlier,BMI,19036
iqr_outlier,BMI,19049
iqr_outlier,BMI,19061
iqr_outlier,BMI,19084
iqr_outlier,BMI,19128
iqr_outlier,BMI,19150
iqr_outlier,BMI,19248
iqr_outlier,BMI,19257
iqr_outlier,BMI,19265
iqr_outlier,BMI,19288
iqr_outlier,BMI,19543
iqr_outlier,BMI,19581
iqr_outlier,BMI,19611
iqr_outlier,BMI,19665
iqr_outlier,BMI,19692
iqr_outlier,BMI,19736
iqr_outlier,BMI,19771
iqr_outlier,BMI,19816
iqr_outlier,BMI,19837
iqr_outlier,BMI,19863
iqr_outlier,BMI,19868
iqr_outlier,BMI,19869
iqr_outlier,BMI,19903
iqr_outlier,BMI,19928
iqr_outlier,BMI,19984
iqr_outlier,BMI,19985
iqr_outlier,BMI,20025
iqr_outlier,BMI,20104
iqr_outlier,BMI,20143
iqr_outlier,BMI,20166
iqr_outlier,BMI,20190
iqr_outlier,BMI,20191
iqr_outlier,BMI,20200
iqr_outlier,BMI,20251
iqr_outlier,BMI,20268
iqr_outlier,BMI,20355
iqr_outlier,BMI,20360
iqr_outlier,BMI,20430
iqr_outlier,BMI,20466
iqr_outlier,BMI,20495
iqr_outlier,BMI,20558
iqr_outlier,BMI,20576
iqr_outlier,BMI,20749
iqr_outlier,BMI,20794
iqr_outlier,BMI,20818
iqr_outlier,BMI,20911
iqr_outlier,BMI,20943
iqr_outlier,BMI,20948
iqr_outlier,BMI,20964
iqr_outlier,BMI,21027
iqr_outlier,BMI,21073
iqr_outlier,BMI,21130
iqr_outlier,BMI,21142
iqr_outlier,BMI,21150
iqr_outlier,BMI,21225
iqr_outlier,BMI,21271
iqr_outlier,BMI,21532
iqr_outlier,BMI,21536
iqr_outlier,BMI,21670
iqr_outlier,BMI,21713
iqr_outlier,BMI,21848
iqr_outlier,BMI,21878
iqr_outlier,BMI,21896
iqr_outlier,BMI,21904
iqr_outlier,BMI,21959
iqr_outlier,BMI,21968
iqr_outlier,BMI,22006
iqr_outlier,BMI,22082
iqr_outlier,BMI,22111
iqr_outlier,BMI,22249
iqr_outlier,BMI,22356
iqr_outlier,BMI,22413
iqr_outlier,BMI,22573
iqr_outlier,BMI,22628
iqr_outlier,BMI,22677
iqr_outlier,BMI,22688
iqr_outlier,BMI,22713
iqr_outlier,BMI,22763
iqr_outlier,BMI,22901
iqr_outlier,BMI,22960
iqr_outlier,BMI,22996
iqr_outlier,BMI,23067
iqr_outlier,BMI,23069
iqr_outlier,BMI,23082
iqr_outlier,BMI,23086
iqr_outlier,BMI,23093
iqr_outlier,BMI,23104
iqr_outlier,BMI,23241
iqr_outlier,BMI,23277
iqr_outlier,BMI,23278
iqr_outlier,BMI,23358
iqr_outlier,BMI,23363
iqr_outlier,BMI,23397
iqr_outlier,BMI,23486
iqr_outlier,BMI,23488
iqr_outlier,BMI,23496
iqr_outlier,BMI,23513
iqr_outlier,BMI,23532
iqr_outlier,BMI,23570
iqr_outlier,BMI,23599
iqr_outlier,BMI,23632
iqr_outlier,BMI,23633
iqr_outlier,BMI,23640
iqr_outlier,BMI,23765
iqr_outlier,BMI,23805
iqr_outlier,BMI,23829
iqr_outlier,BMI,23944
iqr_outlier,BMI,23955
iqr_outlier,BMI,24012
iqr_outlier,BMI,24021
iqr_outlier,BMI,24040
iqr_outlier,BMI,24049
iqr_outlier,BMI,24080
iqr_outlier,BMI,24085
iqr_outlier,BMI,24177
iqr_outlier,BMI,24232
iqr_outlier,BMI,24349
iqr_outlier,BMI,24431
iqr_outlier,BMI,24488
iqr_outlier,BMI,24508
iqr_outlier,BMI,24525
iqr_outlier,BMI,24527
iqr_outlier,BMI,24587
iqr_outlier,BMI,24594
iqr_outlier,BMI,24627
iqr_outlier,BMI,24645
iqr_outlier,BMI,24662
iqr_outlier,BMI,24764
iqr_outlier,BMI,24765
iqr_outlier,BMI,24871
iqr_outlier,BMI,24904
iqr_outlier,BMI,24908
iqr_outlier,BMI,24944
iqr_outlier,BMI,25102
iqr_outlier,BMI,25168
iqr_outlier,BMI,25175
iqr_outlier,BMI,25243
iqr_outlier,BMI,25253
iqr_outlier,BMI,25260
iqr_outlier,BMI,25302
iqr_outlier,BMI,25373
iqr_outlier,BMI,25396
iqr_outlier,BMI,25419
iqr_outlier,BMI,25425
iqr_outlier,BMI,25459
iqr_outlier,BMI,25469
iqr_outlier,BMI,25472
iqr_outlier,BMI,25502
iqr_outlier,BMI,25542
iqr_outlier,BMI,25574
iqr_outlier,BMI,25635
iqr_outlier,BMI,25642
iqr_outlier,BMI,25677
iqr_outlier,BMI,25683
iqr_outlier,BMI,25696
iqr_outlier,BMI,25750
iqr_outlier,BMI,25841
iqr_outlier,BMI,25877
iqr_outlier,BMI,25879
iqr_outlier,BMI,25881
iqr_outlier,BMI,25961
iqr_outlier,BMI,26097
iqr_outlier,BMI,26198
